injection_onto_id, flatten_idx, x,y,z, 267999740, 182805258, 146658879, 113846682
962, 318707, 42, 17, 34,0.000000,0.000000,0.000000,0.000000
962, 328022, 42, 17, 35,0.000000,0.000000,0.000000,0.000000
962, 272247, 42, 18, 29,0.000000,0.000000,0.000000,0.000000
962, 281562, 42, 18, 30,0.000000,0.000000,0.000004,0.000000
962, 290877, 42, 18, 31,0.000000,0.000000,0.000000,0.000000
962, 300192, 42, 18, 32,0.000000,0.000000,0.000000,0.000000
962, 309507, 42, 18, 33,0.000000,0.000000,0.000000,0.000000
962, 318822, 42, 18, 34,0.000000,0.000000,0.000000,0.000000
962, 328137, 42, 18, 35,0.000000,0.000000,0.000000,0.000000
962, 272362, 42, 19, 29,0.000000,0.000000,0.000000,0.000000
962, 281677, 42, 19, 30,0.000000,0.000000,0.000000,0.000000
962, 290992, 42, 19, 31,0.000000,0.000000,0.000000,0.000000
962, 300307, 42, 19, 32,0.000000,0.000000,0.000000,0.000000
962, 309622, 42, 19, 33,0.000000,0.000000,0.000000,0.000000
962, 318937, 42, 19, 34,0.000000,0.000000,0.000000,0.000000
962, 328252, 42, 19, 35,0.000000,0.000000,0.000000,0.000000
962, 263162, 42, 20, 28,0.000000,0.000000,0.000000,0.000000
962, 272477, 42, 20, 29,0.000000,0.000000,0.000000,0.000000
962, 281792, 42, 20, 30,0.000000,0.000000,0.000000,0.000000
962, 291107, 42, 20, 31,0.000000,0.000000,0.000000,0.000000
962, 300422, 42, 20, 32,0.000000,0.000000,0.000000,0.000000
962, 309737, 42, 20, 33,0.000000,0.000000,0.000000,0.000000
962, 319052, 42, 20, 34,0.000000,0.000000,0.000000,0.000000
962, 253962, 42, 21, 27,0.000009,0.000000,0.000000,0.000000
962, 263277, 42, 21, 28,0.000000,0.000000,0.000000,0.000000
